net,op_count_0,op_count_1,op_count_2,op_count_3,op_count_4,min_path_len_banned_(1),"min_path_len_banned_(0, 1)","min_path_len_banned_(0, 1, 4)","min_path_len_banned_(1, 4)",max_op_on_path_allowed_(0),"max_op_on_path_allowed_(0, 2)","max_op_on_path_allowed_(0, 2, 3)","max_op_on_path_allowed_(0, 3)","max_op_on_path_allowed_(2, 3)",max_op_on_path_allowed_(2),max_op_on_path_allowed_(3),node_degree_allowed_(1)_in_degree,node_degree_allowed_(1)_out_degree,node_degree_allowed_(1)_avg_in,node_degree_allowed_(1)_avg_out,"node_degree_allowed_(1, 2, 3)_in_degree","node_degree_allowed_(1, 2, 3)_out_degree","node_degree_allowed_(1, 2, 3)_avg_in","node_degree_allowed_(1, 2, 3)_avg_out",node_degree_allowed_(0)_in_degree,node_degree_allowed_(0)_out_degree,node_degree_allowed_(0)_avg_in,node_degree_allowed_(0)_avg_out,node_degree_allowed_(2)_in_degree,node_degree_allowed_(2)_out_degree,node_degree_allowed_(2)_avg_in,node_degree_allowed_(2)_avg_out,node_degree_allowed_(3)_in_degree,node_degree_allowed_(3)_out_degree,node_degree_allowed_(3)_avg_in,node_degree_allowed_(3)_avg_out,"node_degree_allowed_(0, 2)_in_degree","node_degree_allowed_(0, 2)_out_degree","node_degree_allowed_(0, 2)_avg_in","node_degree_allowed_(0, 2)_avg_out","node_degree_allowed_(0, 3)_in_degree","node_degree_allowed_(0, 3)_out_degree","node_degree_allowed_(0, 3)_avg_in","node_degree_allowed_(0, 3)_avg_out","node_degree_allowed_(0, 2, 3)_in_degree","node_degree_allowed_(0, 2, 3)_out_degree","node_degree_allowed_(0, 2, 3)_avg_in","node_degree_allowed_(0, 2, 3)_avg_out",flops,params
|nor_conv_1x1~0|+|skip_connect~0|none~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,2,2,1,1,0,2,2,2,2,2,2,2,2,2,1,1,1,1,0.5,0.5,2,2,1.0,1.0,1,1,0.5,0.5,0,1,0.25,0.25,1,0,0.25,0.25,1,2,0.75,0.75,2,1,0.75,0.75,2,2,1.0,1.0,48.125632,0.344346
|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|skip_connect~1|nor_conv_3x3~2|,1,1,2,1,1,2,2,3,2,1,2,3,2,3,2,1,1,1,0.25,0.25,2,2,1.0,1.0,0,1,0.25,0.25,0,1,0.5,0.5,1,0,0.25,0.25,0,2,0.75,0.75,1,1,0.5,0.5,1,2,1.0,1.0,85.235392,0.587386
|none~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,1,2,2,1,0,1,1,1,1,1,1,2,1,2,1,1,1,0,0.5,0.5,3,2,1.25,1.25,0,1,0.25,0.25,2,1,0.5,0.5,0,1,0.25,0.25,2,2,0.75,0.75,0,2,0.5,0.5,2,3,1.0,1.0,83.945152,0.587386
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|none~1|nor_conv_3x3~2|,1,2,3,0,0,2,3,3,2,1,3,3,1,3,3,0,1,2,0.5,0.5,2,3,1.25,1.25,1,0,0.25,0.25,1,1,0.75,0.75,0,0,0.0,0.0,2,1,1.0,1.0,1,0,0.25,0.25,2,1,1.0,1.0,115.402432,0.802426
|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|none~2|,1,2,1,0,2,1,2,5,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,1,0.75,0.75,1,1,0.25,0.25,0,0,0.25,0.25,0,0,0.0,0.0,1,1,0.5,0.5,1,1,0.25,0.25,1,1,0.5,0.5,46.343872,0.316346
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|,3,0,2,0,1,1,1,1,1,2,2,2,2,1,1,0,0,0,0.0,0.0,1,2,0.5,0.5,2,1,0.75,0.75,1,2,0.5,0.5,0,0,0.0,0.0,3,3,1.25,1.25,2,1,0.75,0.75,3,3,1.25,1.25,80.873152,0.559386
|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|none~1|none~2|,0,4,0,2,0,5,5,5,5,0,0,1,1,1,0,1,2,3,1.0,1.0,3,3,1.5,1.5,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.5,0.5,0,0,0.0,0.0,1,0,0.5,0.5,1,0,0.5,0.5,16.668352,0.129306
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,2,0,3,1,0,1,1,1,1,1,3,3,1,1,2,1,0,0,0.0,0.0,3,1,1.0,1.0,0,2,0.5,0.5,2,0,0.75,0.75,1,1,0.25,0.25,2,2,1.25,1.25,1,3,0.75,0.75,3,3,1.5,1.5,119.764672,0.830426
|nor_conv_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,1,1,2,0,2,1,1,1,1,0,1,1,0,1,1,0,1,0,0.25,0.25,3,1,0.75,0.75,0,0,0.25,0.25,2,1,0.5,0.5,0,0,0.0,0.0,2,1,0.75,0.75,0,0,0.25,0.25,2,1,0.75,0.75,82.163392,0.559386
|nor_conv_3x3~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,2,1,2,1,0,1,2,2,1,1,2,3,1,2,2,1,1,0,0.25,0.25,2,2,1.0,1.0,1,1,0.5,0.5,1,1,0.5,0.5,0,1,0.25,0.25,2,2,1.0,1.0,1,2,0.75,0.75,2,3,1.25,1.25,83.945152,0.587386
|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,1,0,0,2,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0.0,0.0,2,1,0.5,0.5,1,0,0.25,0.25,0,0,0.0,0.0,2,1,0.5,0.5,1,0,0.25,0.25,3,1,0.75,0.75,3,1,0.75,0.75,20.539072,0.129306
|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,2,0,1,3,0,1,1,1,1,2,3,3,2,2,1,1,0,0,0.0,0.0,2,3,1.0,1.0,1,0,0.5,0.5,0,1,0.25,0.25,2,2,0.75,0.75,1,1,0.75,0.75,3,2,1.25,1.25,3,3,1.5,1.5,56.850112,0.400346
|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,3,1,1,1,0,2,5,5,2,2,2,3,3,1,1,0,1,1,0.25,0.25,1,2,0.75,0.75,2,1,0.75,0.75,0,1,0.25,0.25,0,0,0.25,0.25,2,2,1.0,1.0,2,1,1.0,1.0,2,2,1.25,1.25,48.125632,0.344346
|none~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,1,1,2,0,2,1,1,1,1,0,1,1,0,1,1,0,1,0,0.25,0.25,3,1,0.75,0.75,0,0,0.25,0.25,2,1,0.5,0.5,0,0,0.0,0.0,2,1,0.75,0.75,0,0,0.25,0.25,2,1,0.75,0.75,82.163392,0.559386
|nor_conv_1x1~0|+|none~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,1,2,1,2,0,1,1,1,1,1,1,2,2,1,1,1,1,0,0.5,0.5,3,2,1.25,1.25,0,1,0.25,0.25,0,1,0.25,0.25,2,1,0.5,0.5,0,2,0.5,0.5,2,2,0.75,0.75,2,3,1.0,1.0,52.487872,0.372346
|none~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,1,3,2,0,0,1,1,1,1,1,1,1,1,1,1,0,2,1,0.75,0.75,3,2,1.25,1.25,0,1,0.25,0.25,1,1,0.5,0.5,0,0,0.0,0.0,1,2,0.75,0.75,0,1,0.25,0.25,1,2,0.75,0.75,79.582912,0.559386
|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,2,0,1,2,1,1,1,1,1,2,1,2,2,1,1,1,0,0,0.0,0.0,2,2,0.75,0.75,1,0,0.5,0.5,1,1,0.25,0.25,1,1,0.5,0.5,2,1,0.75,0.75,2,1,1.0,1.0,3,2,1.25,1.25,53.778112,0.372346
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|,2,0,4,0,0,1,2,2,1,1,3,3,1,3,3,0,0,0,0.0,0.0,2,1,1.0,1.0,1,2,0.5,0.5,2,1,1.0,1.0,0,0,0.0,0.0,3,3,1.5,1.5,1,2,0.5,0.5,3,3,1.5,1.5,151.221952,1.045466
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,2,2,0,1,1,1,1,5,2,2,2,2,2,1,0,1,0,1,0.5,0.5,1,1,0.75,0.75,1,1,0.5,0.5,0,0,0.0,0.0,1,0,0.25,0.25,1,1,0.5,0.5,2,1,0.75,0.75,2,1,0.75,0.75,13.596352,0.101306
|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|none~1|skip_connect~2|,2,2,1,0,1,2,5,5,2,2,2,2,2,1,1,0,1,2,0.5,0.5,2,2,0.75,0.75,1,1,0.5,0.5,1,0,0.25,0.25,0,0,0.0,0.0,2,1,0.75,0.75,1,1,0.5,0.5,2,1,0.75,0.75,45.053632,0.316346
|none~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,2,2,0,0,2,1,1,5,5,1,1,1,1,0,0,0,1,1,0.5,0.5,1,1,0.5,0.5,1,0,0.5,0.5,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0.5,0.5,1,0,0.5,0.5,1,0,0.5,0.5,10.524352,0.073306
|nor_conv_1x1~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,1,1,0,3,1,1,1,1,1,0,0,3,3,1,0,1,1,0,0.25,0.25,3,2,1.0,1.0,0,0,0.25,0.25,0,0,0.0,0.0,2,2,0.75,0.75,0,0,0.25,0.25,2,2,1.0,1.0,2,2,1.0,1.0,22.320832,0.157306
|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,0,2,1,3,0,1,1,1,1,0,1,2,2,2,1,2,0,1,0.5,0.5,3,3,1.5,1.5,0,0,0.0,0.0,1,1,0.25,0.25,2,1,0.75,0.75,1,1,0.25,0.25,2,1,0.75,0.75,3,2,1.0,1.0,56.850112,0.400346
|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,3,0,0,1,2,1,2,5,1,1,1,3,3,1,0,1,0,0,0.0,0.0,0,1,0.25,0.25,2,1,0.75,0.75,0,0,0.0,0.0,0,1,0.25,0.25,2,1,0.75,0.75,2,2,1.0,1.0,2,2,1.0,1.0,14.886592,0.101306
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,1,1,0,1,3,1,1,5,5,0,0,1,1,1,0,1,0,1,0.25,0.25,1,1,0.5,0.5,0,0,0.25,0.25,0,0,0.0,0.0,1,0,0.25,0.25,0,0,0.25,0.25,1,0,0.5,0.5,1,0,0.5,0.5,16.176832,0.101306
|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|none~1|skip_connect~2|,2,2,0,2,0,1,5,5,1,1,1,2,2,1,0,1,0,1,0.5,0.5,2,1,1.0,1.0,1,2,0.5,0.5,0,0,0.0,0.0,2,0,0.5,0.5,1,2,0.5,0.5,3,2,1.0,1.0,3,2,1.0,1.0,16.668352,0.129306
|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|,0,1,0,0,5,1,1,5,5,0,0,0,0,0,0,0,1,0,0.25,0.25,1,0,0.25,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14.395072,0.073306
|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,1,2,2,0,1,1,1,1,1,1,2,2,1,1,1,0,1,1,0.5,0.5,3,2,1.0,1.0,0,1,0.25,0.25,2,1,0.5,0.5,0,0,0.0,0.0,2,2,0.75,0.75,0,1,0.25,0.25,2,2,0.75,0.75,80.873152,0.559386
|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,0,0,4,1,1,1,1,1,1,0,2,2,1,2,2,1,0,0,0.0,0.0,3,3,1.25,1.25,0,0,0.0,0.0,3,2,1.0,1.0,0,1,0.25,0.25,3,2,1.0,1.0,0,1,0.25,0.25,3,3,1.25,1.25,156.874432,1.073466
|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|,0,1,2,2,1,1,1,1,1,0,2,2,1,2,2,1,1,0,0.25,0.25,3,2,1.25,1.25,0,0,0.0,0.0,0,1,0.5,0.5,2,1,0.5,0.5,0,1,0.5,0.5,2,1,0.5,0.5,2,2,1.0,1.0,89.597632,0.615386
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,0,1,4,0,1,1,1,1,1,0,3,3,0,3,3,0,0,1,0.25,0.25,2,3,1.25,1.25,0,0,0.0,0.0,2,2,1.0,1.0,0,0,0.0,0.0,2,2,1.0,1.0,0,0,0.0,0.0,2,2,1.0,1.0,152.512192,1.045466
|nor_conv_1x1~0|+|none~0|none~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,0,3,1,1,1,1,1,5,5,0,1,2,1,2,1,1,1,1,0.75,0.75,2,2,1.25,1.25,0,0,0.0,0.0,0,1,0.25,0.25,1,0,0.25,0.25,0,1,0.25,0.25,1,0,0.25,0.25,1,1,0.5,0.5,49.415872,0.344346
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|skip_connect~1|none~2|,1,2,2,1,0,2,5,5,2,1,1,2,2,2,1,1,1,2,0.5,0.5,3,2,1.25,1.25,0,1,0.25,0.25,1,0,0.5,0.5,1,0,0.25,0.25,1,1,0.75,0.75,1,1,0.5,0.5,2,1,1.0,1.0,83.945152,0.587386
|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|none~2|,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,0.5,0.5,2,3,1.0,1.0,1,0,0.25,0.25,0,1,0.25,0.25,1,0,0.25,0.25,1,1,0.5,0.5,2,0,0.5,0.5,2,1,0.75,0.75,49.415872,0.344346
|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,2,1,1,2,0,1,2,2,1,1,1,3,1,2,1,1,1,0,0.25,0.25,2,1,1.0,1.0,1,2,0.5,0.5,1,0,0.25,0.25,0,1,0.5,0.5,2,2,0.75,0.75,1,3,1.0,1.0,2,3,1.25,1.25,52.487872,0.372346
|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,1,1,1,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0.25,0.25,1,2,0.5,0.5,1,0,0.25,0.25,1,1,0.25,0.25,0,0,0.0,0.0,2,1,0.5,0.5,1,0,0.25,0.25,2,1,0.5,0.5,47.634112,0.316346
|none~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,0,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,0.5,2,3,1.25,1.25,0,0,0.0,0.0,0,1,0.5,0.5,1,1,0.25,0.25,0,1,0.5,0.5,1,1,0.25,0.25,1,2,0.75,0.75,85.235392,0.587386
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,1,1,2,1,1,1,2,5,1,1,1,1,1,1,1,1,0,1,0.25,0.25,1,2,1.0,1.0,1,1,0.25,0.25,1,0,0.5,0.5,0,1,0.25,0.25,2,1,0.75,0.75,1,2,0.5,0.5,2,2,1.0,1.0,85.235392,0.587386
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_1x1~2|,2,0,2,2,0,1,2,2,1,1,1,3,2,3,1,2,0,0,0.0,0.0,2,1,1.0,1.0,1,2,0.5,0.5,1,0,0.5,0.5,1,1,0.5,0.5,2,2,1.0,1.0,2,3,1.0,1.0,3,3,1.5,1.5,88.307392,0.615386
|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|skip_connect~2|,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,0.25,0.25,3,2,1.0,1.0,0,1,0.25,0.25,1,1,0.5,0.5,1,1,0.25,0.25,1,2,0.75,0.75,1,2,0.5,0.5,2,3,1.0,1.0,85.235392,0.587386
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,1,0,2,3,0,1,1,1,1,1,2,3,2,2,1,2,0,0,0.0,0.0,3,2,1.25,1.25,0,1,0.25,0.25,1,0,0.5,0.5,2,2,0.75,0.75,1,1,0.75,0.75,2,3,1.0,1.0,3,3,1.5,1.5,92.669632,0.643386
|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,1,1,0,3,1,1,1,1,1,1,1,2,2,1,0,1,1,0,0.25,0.25,3,2,1.0,1.0,0,1,0.25,0.25,0,0,0.0,0.0,2,2,0.75,0.75,0,1,0.25,0.25,2,3,1.0,1.0,2,3,1.0,1.0,22.320832,0.157306
|none~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,1,2,1,2,0,1,1,1,1,0,2,1,1,1,1,1,2,0,0.5,0.5,3,3,1.25,1.25,0,0,0.25,0.25,0,1,0.25,0.25,1,2,0.5,0.5,0,1,0.5,0.5,1,2,0.75,0.75,1,3,1.0,1.0,52.487872,0.372346
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,0,0,1,2,3,1,1,1,1,0,0,1,1,1,0,1,0,0,0.0,0.0,2,1,0.75,0.75,0,0,0.0,0.0,0,0,0.25,0.25,2,1,0.5,0.5,0,0,0.25,0.25,2,1,0.5,0.5,2,1,0.75,0.75,56.358592,0.372346
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|skip_connect~1|skip_connect~2|,2,1,1,1,1,2,5,5,2,1,2,2,2,1,1,0,1,1,0.25,0.25,2,1,0.75,0.75,0,2,0.5,0.5,1,0,0.25,0.25,0,0,0.25,0.25,1,2,0.75,0.75,0,2,0.75,0.75,1,2,1.0,1.0,49.415872,0.344346
|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,2,1,0,2,1,1,1,5,2,1,1,3,3,2,0,2,0,1,0.25,0.25,0,2,0.75,0.75,2,0,0.5,0.5,0,0,0.0,0.0,0,1,0.5,0.5,2,0,0.5,0.5,2,1,1.0,1.0,2,1,1.0,1.0,17.958592,0.129306
|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,1,1,2,2,0,1,1,1,1,0,1,2,1,2,1,1,0,1,0.25,0.25,3,3,1.25,1.25,0,0,0.25,0.25,2,1,0.5,0.5,1,1,0.5,0.5,2,1,0.75,0.75,1,1,0.75,0.75,3,2,1.25,1.25,88.307392,0.615386
|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|,0,0,0,2,4,1,1,1,1,0,0,1,1,1,0,1,0,0,0.0,0.0,1,2,0.5,0.5,0,0,0.0,0.0,0,0,0.0,0.0,1,2,0.5,0.5,0,0,0.0,0.0,1,2,0.5,0.5,1,2,0.5,0.5,21.829312,0.129306
|none~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,1,1,2,1,1,1,1,5,2,1,2,2,1,1,1,1,1,0,0.25,0.25,2,1,1.0,1.0,0,1,0.25,0.25,1,0,0.5,0.5,0,1,0.25,0.25,1,1,0.75,0.75,0,2,0.5,0.5,1,2,1.0,1.0,85.235392,0.587386
|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|none~1|none~2|,2,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,0,2,0.5,0.5,2,3,1.0,1.0,1,0,0.5,0.5,1,0,0.25,0.25,1,1,0.25,0.25,2,0,0.75,0.75,2,1,0.75,0.75,3,1,1.0,1.0,48.125632,0.344346
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,2,0,2,2,0,1,1,1,1,1,2,3,2,3,1,2,0,0,0.0,0.0,2,2,1.0,1.0,1,1,0.5,0.5,1,2,0.5,0.5,1,0,0.5,0.5,2,3,1.0,1.0,2,1,1.0,1.0,3,3,1.5,1.5,88.307392,0.615386
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|none~2|,0,1,3,1,1,1,1,2,2,0,2,2,0,2,2,0,0,1,0.25,0.25,2,2,1.25,1.25,0,0,0.0,0.0,2,1,0.75,0.75,0,0,0.25,0.25,2,1,0.75,0.75,0,0,0.25,0.25,2,1,1.0,1.0,121.054912,0.830426
|avg_pool_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|,2,1,1,0,2,1,1,1,1,2,1,1,2,1,1,0,1,0,0.25,0.25,2,1,0.5,0.5,0,1,0.5,0.5,1,1,0.25,0.25,0,0,0.0,0.0,1,2,0.75,0.75,0,1,0.5,0.5,1,2,0.75,0.75,46.343872,0.316346
|nor_conv_1x1~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,2,1,2,1,0,1,2,2,1,1,1,3,1,2,1,1,1,0,0.25,0.25,2,2,1.0,1.0,1,1,0.5,0.5,0,2,0.5,0.5,1,0,0.25,0.25,1,3,1.0,1.0,2,1,0.75,0.75,2,3,1.25,1.25,83.945152,0.587386
|nor_conv_1x1~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,0,0,2,3,1,1,1,1,1,0,1,2,2,2,1,2,0,0,0.0,0.0,3,3,1.25,1.25,0,0,0.0,0.0,1,2,0.5,0.5,2,1,0.75,0.75,1,2,0.5,0.5,2,1,0.75,0.75,3,3,1.25,1.25,93.959872,0.643386
|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|none~1|skip_connect~2|,1,3,0,2,0,1,1,1,1,1,1,2,2,1,0,1,1,1,0.75,0.75,3,2,1.25,1.25,0,1,0.25,0.25,0,0,0.0,0.0,2,1,0.5,0.5,0,1,0.25,0.25,2,2,0.75,0.75,2,2,0.75,0.75,16.668352,0.129306
|skip_connect~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,2,1,0,2,1,1,1,1,1,2,2,2,2,1,0,1,1,0,0.25,0.25,2,2,0.75,0.75,1,1,0.5,0.5,0,0,0.0,0.0,1,2,0.5,0.5,1,1,0.5,0.5,2,3,1.0,1.0,2,3,1.0,1.0,17.958592,0.129306
|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|none~1|none~2|,1,2,0,2,1,1,1,1,1,0,0,1,1,1,0,1,0,2,0.5,0.5,2,3,1.0,1.0,0,0,0.25,0.25,0,0,0.0,0.0,2,1,0.5,0.5,0,0,0.25,0.25,2,1,0.75,0.75,2,1,0.75,0.75,17.958592,0.129306
|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|,3,0,1,0,2,1,2,5,1,1,1,1,1,1,1,0,0,0,0.0,0.0,0,1,0.25,0.25,1,2,0.75,0.75,0,1,0.25,0.25,0,0,0.0,0.0,1,3,1.0,1.0,1,2,0.75,0.75,1,3,1.0,1.0,46.343872,0.316346
|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,0,0,1,1,4,1,1,5,5,0,1,1,1,1,1,1,0,0,0.0,0.0,1,1,0.5,0.5,0,0,0.0,0.0,1,0,0.25,0.25,0,1,0.25,0.25,1,0,0.25,0.25,0,1,0.25,0.25,1,1,0.5,0.5,53.286592,0.344346
|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|,1,0,1,2,2,1,1,1,1,0,2,2,1,2,1,1,0,0,0.0,0.0,2,2,0.75,0.75,0,0,0.25,0.25,1,0,0.25,0.25,1,2,0.5,0.5,1,0,0.5,0.5,1,2,0.75,0.75,2,2,1.0,1.0,55.068352,0.372346
|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,0,2,1,1,2,2,2,5,5,0,1,2,1,2,1,1,1,1,0.5,0.5,2,2,1.0,1.0,0,0,0.0,0.0,1,0,0.25,0.25,0,1,0.25,0.25,1,0,0.25,0.25,0,1,0.25,0.25,1,1,0.5,0.5,50.706112,0.344346
|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,1,0,3,2,0,1,1,1,1,0,1,3,3,2,1,2,0,0,0.0,0.0,3,3,1.25,1.25,0,0,0.25,0.25,2,2,0.75,0.75,1,1,0.5,0.5,2,2,1.0,1.0,1,1,0.75,0.75,3,3,1.5,1.5,124.126912,0.858426
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,2,0,3,1,0,1,1,1,1,1,2,3,1,3,1,0,0,0,0.0,0.0,2,2,1.0,1.0,1,1,0.5,0.5,2,2,0.75,0.75,0,0,0.25,0.25,3,3,1.25,1.25,1,1,0.75,0.75,3,3,1.5,1.5,119.764672,0.830426
